livre	chapitre	verset	fr	ewe
1CH	1	45	Jobab mourut; et Huscham, du pays des Thémanites, régna à sa place.	Esi Yobab ku la, Husam tso Temanitowo fe anyi- gba dzi zu fia de etefe
1CH	19	7	Ils prirent à leur solde trente-deux mille chars et le roi de Maaca avec son peuple, lesquels vinrent camper devant Médeba. Les fils d’Ammon se rassemblèrent de leurs villes, et marchèrent au combat.	Eye wotso awa Maaha-fia kple efe duko hekpe de tasiadam akpe blaetó vo eve nu, eye wova fu asada anyi de Medeba ngo. Eye Amon-viwo tso wofe duwo me va kpe ta, be woawo awa
1CH	6	33	Voici ceux qui officiaient avec leurs fils. D’entre les fils des Kehathites: Héman, le chantre, fils de Joël, fils de Samuel,	Eye wodo wo novi Lewi-viwo, ne woa- wo do sia do le Mawu fe afe la me
1CH	12	20	Quand il retourna à Tsiklag, voici ceux de Manassé qui se joignirent à lui: Adnach, Jozabad, Jediaël, Micaël, Jozabad, Élihu et Tsilthaï, chefs des milliers de Manassé.	Esi wóva Ziklag la, ame- wo tso Manase va egbo: Adnah, Yozabad, Yediael, Mihael, Yoza- bad, Elihu kple Ziletai, woawo nye Manase fe ame akpewo fe tatowo
1CH	19	6	Les fils d’Ammon virent qu’ils s’étaient rendus odieux à David, et Hanun et les fils d’Ammon envoyèrent mille talents d’argent pour prendre à leur solde des chars et des cavaliers chez les Syriens de Mésopotamie et chez les Syriens de Maaca et de Tsoba.	Esi Amon-viwo kpo be, yewo- zu Dawid fe ketowo la, Hanun kple Amon-viwodo klosalo talento akpe deka da, ne woadatso awatasia- damwo kple sodolawo tso Meso- potamia, Aram-Maaha kple Zoba
1CH	14	4	Voici les noms de ceux qui lui naquirent à Jérusalem: Schammua, Schobab, Nathan, Salomon,	Vi, siwo wodzi ne le Yerusalem la, fe ñko- wo nye: Samua, Sobab, Natan, Sa- lomo, 5 Yibhar, Elisua, Elpelet, 6 Noga, Nefeg, Үaia, 7 Elisama, Beelyada kple Elifelet. Dawid du Filistitowo dzi
1CH	15	25	David, les anciens d’Israël, et les chefs de milliers se mirent en route pour faire monter l’arche de l’alliance de l’Éternel depuis la maison d’Obed-Édom, au milieu des réjouissances.	°Mege Dawid kple Israel-ame tsitsiwo kpakple ame akpewo fe tatowo woyi, be woadako Yehowa fe nubabladaka 1a kple dzidzo tso Obed-Edom fe me
1CH	27	16	Voici les chefs des tribus d’Israël. Chef des Rubénites: Éliézer, fils de Zicri; des Siméonites: Schephathia, fils de Maaca;	Yehowa, mía Mawu, nu gbogbo siawo, siwo míe- fo fu, be míatso atu ho na wo he- na wo nko kokoea la, tso asiwó me, eye towóe nye wo kata
1CH	19	17	On l’annonça à David, qui assembla tout Israël, passa le Jourdain, marcha contre eux, et se prépara à les attaquer. David se rangea en bataille contre les Syriens. Mais les Syriens, après s’être battus avec lui, s’enfuirent devant Israël.	Eye wova gbloe na Dawid, tete wofo Israel blibo la nu fu, eye woho tso Yordan hedze awa de wo nu. Esi Dawid dze awa de Aramtowo nu la, wowo awa kplii
1CH	16	26	Car tous les dieux des peuples sont des idoles,	Elabena dukowo fe mawuwo kata nye legbawo, ke Yehowa wo dzifo
1CH	24	15	le dix-septième, à Hézir; le dix-huitième, à Happitsets;	Obed-Edom to nye dziehe gome, eye viawo to nye nudzradofe la
1CH	23	26	et les Lévites n’auront plus à porter le tabernacle et tous les ustensiles pour son service.	Merari viwo nye Mahli kple Musi kpakple via Yaazya viwo
1CH	2	7	Fils de Carmi: Acar, qui troubla Israël lorsqu’il commit une infidélité au sujet des choses dévouées par interdit.	Karmi viwo nye: Ahan, amesi he. dzogbevóoe va Israel dzi, le esi wotso busunuawo fe de ta
1CH	4	19	Fils de la femme d’Hodija, sœur de Nacham: le père de Kehila, le Garmien, et Eschthemoa, le Maacathien.	Hodiya zro, si nye Nabam novinyonu, fe viwo nye: Garmito, Kegila fofo. kple Maahatito Estemoa
1CH	11	3	Ainsi tous les anciens d’Israël vinrent auprès du roi à Hébron, et David fit alliance avec eux à Hébron, devant l’Éternel. Ils oignirent David pour roi sur Israël, selon la parole de l’Éternel, prononcée par Samuel.	Tete Israel-ame tsitsiwo va fia la gbo le Hebron, eye Dawid bla nu kpli wo le Ye- howa nku me le Hebron, eye wosi ami na Dawid hedo fiae de Israel dzi Ce Yehowa fe nya, si wógblo to Samuel dzi la nu
1CH	5	13	Leurs frères, d’après les maisons de leurs pères: Micaël, Meschullam, Schéba, Joraï, Jaecan, Zia et Éber, sept.	Wo noviwo nye esi le wofe afekowo nu: Mibael, Mesulam, Seba, Yorai, Y akan, Zia kple Eber; wole adadre
1CH	14	15	Quand tu entendras un bruit de pas dans les cimes des mûriers, alors tu sortiras pour combattre, car c’est Dieu qui marche devant toi pour battre l’armée des Philistins.	Eye ne ànya se zi to klétiawo dome va yi ko la, ekema ho yi awa la nu, ela- bena Mawu ho dze ngowo, be wóa- si Filistitowo fe awako la
1CH	2	5	Fils de Pérets: Hetsron et Hamul.	Perez viwo nye: Hezron kple Hamul
1CH	15	22	Kenania, chef de musique parmi les Lévites, dirigeait la musique, car il était habile.	Wotso Kenanya, Lewi-viwo fe amepӣ, do agbatsotso nu, elabena enya mo- nu le agbatsotso nu
1CH	8	33	Ner engendra Kis; Kis engendra Saül; Saül engendra Jonathan, Malki-Schua, Abinadab et Eschbaal.	Ner dzi Kis, eye Kiz dzi Saul. Saul dzi Yonatan, Malhisua, Abinadab kple Esbaal
1CH	24	22	Des Jitseharites: Schelomoth; des fils de Schelomoth: Jachath.	Yehiel vi- wo nye: Zetam kple novia Yoel; woawoe le Yehowa fe afe la fe ke- sinonuwo nu
1CH	26	7	fils de Schemaeja: Othni, Rephaël, Obed, Elzabad et ses frères, hommes vaillants, Élihu et Semaeja.	Mali ke efe fiadufe la tegbe, ne- nye be, elé nye sewo kple konu- ‚ wo me de asi sesie, eye wówo wo dzi, abe alesi wòle egbe siawo ene
1CH	22	13	Alors tu prospéreras, si tu as soin de mettre en pratique les lois et les ordonnances que l’Éternel a prescrites à Moïse pour Israël. Fortifie-toi et prends courage, ne crains point et ne t’effraie point.	Ne e1e dodo kple konu, siwo Ye- howa do na Mose hena Israel-vi- wo la, me de asi, eye néwo wo dzi la, ekema àkpo dzogbenyuie. Sé nu, eye nalé dzi de fo, megavó o, eye dzika megatso fowó o!
1CH	22	19	Appliquez maintenant votre cœur et votre âme à chercher l’Éternel, votre Dieu; levez-vous, et bâtissez le sanctuaire de l’Éternel Dieu, afin d’amener l’arche de l’alliance de l’Éternel et les ustensiles consacrés à Dieu dans la maison qui sera bâtie au nom de l’Éternel.	Eyata midi Yehowa, mia Mawu la, kple miafe dzi kpakple miafe luwo, eye mitso, ne miatu Yehowa Mawu fe kokoefe la, ne woatso Yehowa fe nubabladaka la kple Mawu fe nu kokoeawo ada de ho, si tu ge woala na Yehowa fe nko la me. Lewltowo fe hehléme, dodowo kple dowowo
1CH	5	15	Achi, fils d’Abdiel, fils de Guni, était chef des maisons de leurs pères.	Guni vi Abdiel fe vi Ahi enye wofe afeko la fe tato
1CH	14	3	David prit encore des femmes à Jérusalem, et il engendra encore des fils et des filles.	Ke Dawid gade srd de dzi le Yerusalem, eye wogadzi nutsuvi- wo kple nyonuviwo
1CH	4	24	Fils de Siméon: Nemuel, Jamin, Jarib, Zérach, Saül.	Simeon viwo nye: Nemuel, Yamin, Yarib, Serah kple Saul; 25 eya fe vi nye Salum, eya fe vi nye Mibsam, eya fe vi nye Misma
1CH	24	24	Fils d’Uziel: Michée; des fils de Michée: Schamir;	Sebuel, amesi nye Mose vi Gersom fe vi, eya le kesino- nuawo nu
1CH	8	34	Fils de Jonathan: Merib-Baal. Merib-Baal engendra Michée.	Yona- tan vi enye Merib-Baal, eye Me- rib-Baal dzi Miha
1CH	11	11	Voici, d’après leur nombre, les vaillants hommes qui étaient au service de David. Jaschobeam, fils de Hacmoni, l’un des principaux officiers. Il brandit sa lance sur trois cents hommes, qu’il fit périr en une seule fois.	Dawid fe ka- létowo fe hehléme enye si: ?Ya- sopeam, Hahmoni vi, amesi nye ame blaetóawo fe tato, eya da efe akplo to ame tsiawa alafa etóawo dzi zi deka
1CH	17	19	O Éternel! C’est à cause de ton serviteur, et selon ton cœur, que tu as fait toutes ces grandes choses, pour les lui révéler.	Yeho- wa, le wo dola kple wo tamebubu la ta nëwo nu ga siawo kata, be nade wo nutsuwowowo kata afia
1CH	2	38	Obed engendra Jéhu; Jéhu engendra Azaria;	Obed dzi Yehu, eye Yehu dzi Azar- ya; 39 Azarya dzi Helez, eye He- lez dzi Eleasa
1CH	5	14	Voici les fils d’Abichaïl, fils de Huri, fils de Jaroach, fils de Galaad, fils de Micaël, fils de Jeschischaï, fils de Jachdo, fils de Buz;	Amesiawo nye Abihayil fe viwo, amesi nye Huri vi, amesi nye Yaroah vi, amesi nye 5, 15 6, 16 Gilead vi, amesi nye Mihael vi, amesi nye Yesisai vi, amesi nye Yahdo vi, amesi nye Buz vi
1CH	10	5	Celui qui portait les armes de Saül, le voyant mort, se jeta aussi sur son épée, et mourut.	Esi efe adekplovi la kpo be, Saul ku la, eya hà dze yi nu, eye wóku
1CH	11	21	Il était le plus considéré des trois de la seconde série, et il fut leur chef; mais il n’égala pas les trois premiers.	Wode bubu enu kpe de ame blaetóawo dometo eveawo nu, eye eya nye wofe tato, ke deko mede ame etóawo nu o
1CH	9	42	Achaz engendra Jaera; Jaera engendra Alémeth, Azmaveth et Zimri; Zimri engendra Motsa; Motsa engendra Binea.	Ahaz dzi Yarea, eye Yarea dzi Alemet, Az- mawet kple Zimri; eye Zimri dzi Moza
1CH	3	4	Ces six lui naquirent à Hébron. Il régna là sept ans et six mois, et il régna trente-trois ans à Jérusalem.	Wo ame ade wodzi ne le Hebron; edu fia le afima fe adre kple dzinu ade, eye fe blaeto vo eto wódu fia le Yerusalem
1CH	6	56	mais le territoire de la ville et ses villages furent accordés à Caleb, fils de Jephunné.	Wotso Golan le Basan kple enu lànyife kpakple Astarot kple enu lanyife na Gerson viwo de 362 KRONIKA 1. 6, 577, 24 Manase fome fe to afá la me
1CH	7	32	Et Héber engendra Japhleth, Schomer et Hotham, et Schua, leur sœur.	Heber dzi Yaflet, Somer, Hotam kple wo novinyonu Sua
1CH	7	28	Ils avaient en propriété et pour habitations Béthel et les villes de son ressort; à l’orient, Naaran; à l’occident, Guézer et les villes de son ressort, Sichem et les villes de son ressort, jusqu’à Gaza et aux villes de son ressort.	Wofe anyigba kple wo nofewo nye: Be- tel kple enu duwo do ta Naaran le &edzefe kple Gezer le getodofe kple wo nu duwo, Sehem kple enu duwo vasede Aya kple eiu duwo gbo.4 29 Manase viwo to, si le akpa sia dzi, wonye: Bet-Sean kple enu duwo; du siawo me Israel vi Yo- sef fe viwo no.* 30 Aser viwo nye: Yimna, Yis- wa, Yiswi, Beria kple wo novi- nyonu Serah./ 31 Beria viwo nye: Heber kple Malhiel, eya nye Bir- zayit fofo
1CH	11	17	David eut un désir, et il dit: Qui me fera boire de l’eau de la citerne qui est à la porte de Bethléhem?	Eye nu de asi Dawid dzodzro me wògblo bena: Ameka adaku tsi le vudo, si le agbo me le Betlehem la me ve nam ma- no?
1CH	15	13	Parce que vous n’y étiez pas la première fois, l’Éternel, notre Dieu, nous a frappés; car nous ne l’avons pas cherché selon la loi.	Ela- bena esi mieno etefe gbemagbe o la, eyata ?Yehowa, mía Mawu, de ame le mía dome, elabena míe- bia gbee se, abe alesi dze ene o
1CH	19	16	Les Syriens, voyant qu’ils avaient été battus par Israël, envoyèrent chercher les Syriens qui étaient de l’autre côté du fleuve; et Schophach, chef de l’armée d’Hadarézer, était à leur tête.	Esi Aramtowo kpo be, Israel si yewo la, wodo ame wodakplo Aramto, siwo le tosisi la fe go Keme dzi la ve, eye Hadadezer fe awafia Sofah enye wo kplola
1CH	21	19	David monta, selon la parole que Gad avait prononcée au nom de l’Éternel.	Tete Dawid yi le Gad Benyamin hlé de wo dome o, ela- fe nya, si wogblo le Yehowa fe pena fia fe nya la nyo nu na Yoab. nko dzi la nu
1CH	18	4	David lui prit mille chars, sept mille cavaliers, et vingt mille hommes de pied; il coupa les jarrets à tous les chevaux de trait, et ne conserva que cent attelages.	Eye Dawid ho efe tasiadam akpe deka, eye №016 sodola akpe adre kple afo- a Fia.I.7,23.15. . 8. e Sam. IL 10. zola akpe blave; eye Dawid tu ata na so, siwo kata wotsi de tasia- dam nu, negbe so alafa deka ko wona wokpoto di
1CH	6	62	Les fils de Guerschom, d’après leurs familles, eurent treize villes de la tribu d’Issacar, de la tribu d’Aser, de la tribu de Nephthali et de la tribu de Manassé en Basan.	Esiwo wotso na Merari vi su- soeawo de Zebulon-to la me, wo- nye: Rimono kple enu lànyife kpa- ; kple Tabor kple enu lànyife.63 Esi- wo le Ruben-to la me le Yordan fe go kemé le Yeriho gbo le Yordan fe ġedzefe gome, wonye: Bezer le gbedzi kple enu lanyife, Yaza kple enu lanyife, 64 Kedemot kple eńu lanyife kpakple Mefaat kple enu lanyife
1CH	8	40	Les fils d’Ulam furent de vaillants hommes, tirant de l’arc; et ils eurent beaucoup de fils et de petits-fils, cent cinquante. Tous ceux-là sont des fils de Benjamin.	Ulam viwo nye nutsu kalétowo kple Fanutrodalawo, eye nutsuvi gede kple togbuiyoviwo no wo si; wole ame alafa deka kple blaató. Amesiawo Kaii tso Benyamin viwo dome. Yerusalem nolawo. Israel blibo la na wonlo wofe s ñkowo di; Kpo da, wonlo wo de Israel-fiawo fe agbalē me. Ke wokplo Yuda yi Babel le wofe nutefe mawomawo ta.?
1CH	22	7	David dit à Salomon: Mon fils, j’avais l’intention de bâtir une maison au nom de l’Éternel, mon Dieu.	Eye Dawid gblo na Salomo bena: Vinye, *me- do de tame be, matu ho na Ye- howa, nye Mawu fe niko, 8 ke Ye- howa fe gbe va gbonye be: Eko wu de anyi akpa, eye newo awa gede, eyata matu ho na nye nko o, elabena éko wu gede de anyi le nkunye me
1CH	2	52	Les fils de Schobal, père de Kirjath-Jearim, furent: Haroé, Hatsi-Hammenuhoth.	Eye Kiryat-Yearim fofo Sobal £e viwo nye: Haroe kple Menubot- towo fe a?a
1CH	7	7	Fils de Béla: Etsbon, Uzzi, Uziel, Jerimoth et Iri, cinq chefs des maisons de leurs pères, hommes vaillants, et enregistrés dans les généalogies au nombre de vingt-deux mille trente-quatre.	Bela viwo nye: Ezbon, Uzi, Uziel, Yerimot kple Iri; woawo nye awakowo fe tato atóawo kple nutsu kalétowo; eye ame akpe blave vo eve kple blaetó vo ene le wofe dzidzimegbalé la me
1CH	12	37	Et de l’autre côté du Jourdain, des Rubénites, des Gadites, et de la demi-tribu de Manassé, avec toutes les armes de guerre, cent vingt mille.	Amesiwo tso Yordan fe go keme dzi tso Ruben-viwo, Gad- viwo kple Manase fe to afá me, eye awawonu vovovowo le wo si la, wole ame akpe alafa deka blave
1CH	19	12	Il dit: Si les Syriens sont plus forts que moi, tu viendras à mon secours; et si les fils d’Ammon sont plus forts que toi, j’irai à ton secours.	Eye wógblo bena: Ne Aramtowo sesé wum la, eke- ma nava ho nam, eye ne Amon- viwo sesé wu wo la, ekema mava ho na wó!
1CH	11	10	Voici les chefs des vaillants hommes qui étaient au service de David, et qui l’aidèrent avec tout Israël à assurer sa domination, afin de l’établir roi, selon la parole de l’Éternel au sujet d’Israël.	pawna fe kalétowo fe tato- wo nye esi; woawo kple Israel blibo la ku de enu tsehe le efe fiadudu la me, eye wotsoe do fiae le Yehowa fe nya, si wógblo de Israel nu la nu
1CH	1	33	Fils de Madian: Épha, Épher, Hénoc, Abida et Eldaa. Ce sont là tous les fils de Ketura.	Midian viwo nye: Efa, Efer, Hanoh, Abida kple Eldaa. Amesiawo kata nye Ketura fe vi- wo
1CH	13	11	David fut irrité de ce que l’Éternel avait frappé Uzza d’un tel châtiment. Et ce lieu a été appelé jusqu’à ce jour Pérets-Uzza.	Eye wóve Dawid be, Yehowa de Uza da, eye wona nko tefe ma be: Perez-Usa, vasede egbe
1CH	1	43	Voici les rois qui ont régné dans le pays d’Édom, avant qu’un roi régnât sur les enfants d’Israël. Béla, fils de Beor; et le nom de sa ville était Dinhaba.	Amesiwo du fia le Edom- nyigba dzi, hafi fia va no Israel nu la, wonye: Bela, Beor vi; efe 31 du enye Dinhaba
1CH	16	32	Que la mer retentisse avec tout ce qu’elle contient!	Atsiafu kple eme nuwo nede gbe, eye agble kple eme nuwo kata ne- kpo dzidzo
1CH	26	21	Parmi les fils de Laedan, les fils des Guerschonites issus de Laedan, chefs des maisons paternelles de Laedan le Guerschonite, c’étaient Jehiéli,	Kpo da, nunolawo kple Lewi-viwo fe hawo nye esi de Mawu fe afe la fe subosubodowo katà nu, eye adanuwola, siwo 10 le wo dokui si hena do vovóvowo wowo kple amegãwo kpakple duko blibo la, le asiwò me
1CH	26	4	Fils d’Obed-Édom: Schemaeja, le premier-né, Jozabad le second, Joach le troisième, Sacar le quatrième, Nethaneel le cinquième,	Eye Yehowa, Israel fe Mawu la, tiam le fofonye fe afe blibo la me, be madu fia de Israel dzi tegbe; elabena etia /Yuda, ne woanye amegá, eye nye nu nyo eiu le ?fofonye Yuda fe afe me kple fofonye viwo dome, eye wò- {vom do fia de Israel blibo la nu
1CH	22	10	Ce sera lui qui bâtira une maison à mon nom. Il sera pour moi un fils, et je serai pour lui un père; et j’affermirai pour toujours le trône de son royaume en Israël.	Eya atu ho na nye nko; azu vinye, eye nyea mazu fofoa, eye mana efe fiadufe fe fiazikpul nali ke de Israel dzi tegbē
1CH	1	44	Béla mourut; et Jobab, fils de Zérach, de Botsra, régna à sa place.	Esi Bela ku la, Yobab, Zerah vi tso Bozra, zu fia de etefe
1CH	16	14	L’Éternel est notre Dieu;	Eya, Yehowa, enye mia Mawu; eyae dróa wonu heheame kata
1CH	21	4	Le roi persista dans l’ordre qu’il donnait à Joab. Et Joab partit, et parcourut tout Israël; puis il revint à Jérusalem.	Ke de se be, woahlé duko la oa, eye esi fia la tsi efe nya la dzi na Yoab menye nyee ga vo hewo nuvó ga la, Yoab yi datsa le Israel blibo sia oa? Ke alé siawo la, nuka wo- la, eye wogbo va Yerusalem
1CH	16	27	La majesté et la splendeur sont devant sa face,	Keklé kple atsyódodo le egbo, eye nusé kple dzidzo le enofe
1CH	23	11	Jachath était le chef, et Zina le second; Jeusch et Beria n’eurent pas beaucoup de fils, et ils formèrent une seule maison paternelle dans le dénombrement.	Yahat enye tato, eye Ziza enye evelia; ke Yeus kple Beria medzi vi gede o, eye wohlé wo wo afeko dekae
1CH	1	35	Fils d’Ésaü: Éliphaz, Reuel, Jeusch, Jaelam et Koré.	Esau viwo nye: Elifaz, Re- guel, Yehus, Yaelam kple Korah
1CH	9	3	A Jérusalem habitaient des fils de Juda, des fils de Benjamin, et des fils d’Éphraïm et de Manassé.	Eye amewo tso Yuda-viwo, Benyamin-viwo, Efra- yim-viwo kple Manase-viwo dome no Yerusalem
1CH	21	28	A cette époque-là, David, voyant que l’Éternel l’avait exaucé dans l’aire d’Ornan, le Jébusien, y offrait des sacrifices.	Esi Dawid Kpo le gemagi be, Yehowa to ne le Yebusito Ornan fe lugbofe la, ede asi vosasa me le afima
